"MASCARA","ANO","CODMUNIC","UF","SIGLA","MUNIC","DEP","LOC","CODFUNC","NOME_CUR","GRD_COD","AREA_COD","SUBAREAC","VEP111","VEP112","VEP113","VPE114","VEP115","VEP116","VEP117","VEP121","VEP122","VEP123","VEP124","VEP125","VEP126","VEP127","VEP118","VEP119","VEP128","VEP129","DEP131","DEP132","DEP133","DEP134","DEP135","DEP136","DEP137","NEP141","NEP142","NEP143","NEP144","NEP145","NEP146","NEP147","DEP138","DEP139","NEP148","NEP149"
23045988,2002,311004828709,Minas Gerais,MG,GUAXUPE,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,,,,,,,,,13,20,5,2,9,,,16,33,,,,,,,,,,,,,,,,,,
23045058,2002,311004733758,Minas Gerais,MG,ITAU DE MINAS,Particular,Urbana,Ativo,TÉCNICO EM ELETROTÉCNICA,B,B03,B0307,0,0,0,0,0,0,0,0,3,15,42,11,4,1,0,0,74,2,,,,,,,,,,,,,,,,,,
23046425,2002,310602525705,Minas Gerais,MG,FELIXLANDIA,Estadual,Urbana,Ativo,TECNICO EM AGROPECUARIA,A,A01,A0101,,,,,,,,2,,16,45,21,32,14,,,57,73,,,,,,,,,,,,,,,,,,
23045060,2002,310702709600,Minas Gerais,MG,CACHOEIRA DA PRATA,Particular,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,0,0,0,0,0,0,0,0,0,8,17,4,3,1,0,0,12,21,,,,,,,,,,,,,,,,,,
23045060,2002,310702709600,Minas Gerais,MG,CACHOEIRA DA PRATA,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,9,23,10,13,13,0,0,6,62,,,,,,,,,,5,30,13,15,12,,,7,68
23043225,2002,310602520904,Minas Gerais,MG,CURVELO,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,2,23,28,14,9,6,,,16,66,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM AGROPECUARIA,A,A01,A0101,0,2,18,26,3,9,4,0,0,0,0,0,0,0,38,24,0,0,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM EDIFICAÇÕES,B,B06,B0601,0,0,0,0,0,0,0,1,0,5,59,32,19,13,0,0,79,50,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM ELETROTÉNICA,B,B03,B0307,0,0,0,0,0,0,0,0,0,9,100,45,26,8,0,0,180,8,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM ELETRÔNICA,B,B03,B0307,0,3,21,31,0,0,0,0,0,16,113,36,15,4,51,4,168,16,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,8,70,26,15,6,0,0,11,114,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM MECÂNICA,B,B03,B0306,0,0,0,0,0,0,0,0,0,3,143,71,27,0,0,0,229,15,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM METALURGIA,B,B03,B0306,0,0,0,0,0,0,0,0,0,2,40,29,7,3,0,0,76,5,,,,,,,,,,,,,,,,,,
23045064,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Municipal,Urbana,Ativo,TÉCNICO EM QUIMICA,B,B05,B0502,1,1,21,36,0,4,0,0,0,14,111,40,32,7,12,51,79,125,,,,,,,,,,,,,,,,,,
23043501,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,0,0,0,0,0,0,0,0,0,11,29,6,0,1,0,0,11,36,,,,,,,,,,,,,,,,,,
23043501,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,21,42,8,16,3,0,0,8,82,,,,,,,,,,,,,,,,,,
23043501,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,0,0,0,0,0,0,0,0,0,4,12,2,2,2,0,0,15,7,,,,,,,,,,,,,,,,,,
23043231,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,APROVEITAMENTO DE ESTUDOS - NOMAL,D,D17,D1701,0,0,0,0,0,0,0,0,0,2,8,2,4,2,0,0,0,18,,,,,,,,,,,,,,,,,,
23043231,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,0,0,3,7,1,4,2,0,0,4,13,,,,,,,,,,3,,3,2,,,,1,7
23043231,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,11,42,10,13,10,0,0,7,79,,,,,,,,,,16,46,12,14,4,,,10,82
23043231,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,0,0,0,0,0,0,0,0,0,6,19,8,0,3,0,0,19,17,,,,,,,,,,17,13,2,1,,,,13,20
23043231,2002,310702767202,Minas Gerais,MG,SETE LAGOAS,Particular,Urbana,Ativo,TÉCNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,0,0,0,0,0,0,0,0,0,4,34,15,6,1,0,0,38,22,,,,,,,,,,16,46,12,14,4,,,10,82
23041285,2002,310602469356,Minas Gerais,MG,TRES MARIAS,Particular,Urbana,Ativo,TECNICO EM ELETROMECANICA,B,B03,B0306,,,,,,,,,,6,13,20,11,1,,,38,13,,,,,,,,,,,,,,,,,,
23041285,2002,310602469356,Minas Gerais,MG,TRES MARIAS,Particular,Urbana,Ativo,TECNICO EM QUIMICA,B,B05,B0502,,,,,,,,,,,4,1,7,1,,,10,3,,,,,,,,,,,,,,,,,,
23049367,2002,310301203405,Minas Gerais,MG,ARACUAI,Particular,Urbana,Ativo,TECNICO EM AGRIMENSURA,A,A01,A0101,0,0,11,16,1,2,0,0,0,0,0,0,0,0,25,5,0,0,,,,,,,,,,,,,,,,,,
23049367,2002,310301203405,Minas Gerais,MG,ARACUAI,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,0,0,0,0,0,0,0,2,7,10,5,1,0,0,0,9,16,,,,,,,,,,,,,,,,,,
23047756,2002,310401644300,Minas Gerais,MG,NANUQUE,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,,,,,,,,,,,,,,,,,,
23051203,2002,310502270107,Minas Gerais,MG,UBERABA,Federal,Urbana,Ativo,DESENVOLVIMENTO DE COMUNIDADES,D,D17,D1704,,,10,24,2,4,9,,,2,14,6,10,16,3,46,5,43,,,,,,,,,,,,,,,,,,
23051203,2002,310502270107,Minas Gerais,MG,UBERABA,Federal,Urbana,Ativo,INFORMÁTICA,D,D12,D1201,0,0,30,43,11,13,2,0,0,39,37,9,11,2,43,56,62,36,,,,,,,,,,,,,,,,,,
23051203,2002,310502270107,Minas Gerais,MG,UBERABA,Federal,Urbana,Ativo,NUTRIÇÃO E DIETÉTICA,D,D14,D1401,0,0,0,0,0,0,0,0,2,23,41,12,7,8,0,0,2,91,,,,,,,,,,,,,,,,,,
23051203,2002,310502270107,Minas Gerais,MG,UBERABA,Federal,Urbana,Ativo,TECNICO AGRÍCOLA,A,A01,A0101,0,78,89,44,9,9,0,0,0,0,0,0,0,0,172,57,0,0,,,,,,,,,,,,,,,,,,
23056663,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Rural,Ativo,TECNICO EM AGROPECUARUA,A,A01,A0101,0,263,145,93,15,8,2,0,0,0,0,0,0,0,452,74,0,0,,,3,52,4,3,2,,,,,,,,54,10,,
23056663,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Rural,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,0,23,49,7,9,0,0,0,5,25,6,5,0,73,15,25,16,,,2,14,,5,1,,,,,,,,21,1,,
23056663,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Rural,Ativo,TECNICO EM MEIO AMBIENTE,D,D19,D1901,0,0,10,14,7,4,4,0,0,0,0,0,0,0,20,19,0,0,,,,,,,,,,,,,,,,,,
23056664,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,0,0,18,37,14,6,6,0,0,0,0,0,0,0,16,65,0,0,,,,,,,,,,,,,,,,,,
23056664,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Urbana,Ativo,TECNICO EM HIGIENE DENTAL,D,D14,D1401,0,0,0,0,0,0,0,0,0,8,34,3,9,1,0,0,4,51,,,,,,,,,,,,,,,,,,
23056664,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Urbana,Ativo,TECNICO EM PATOLOGIA CLINICA,D,D14,D1401,0,0,0,0,0,0,0,0,0,4,40,12,2,0,0,0,17,41,,,,,,,,,,,,,,,,,,
23056664,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Federal,Urbana,Ativo,TECNICO EM PROTESE DENTARIA,D,D14,D1401,0,0,0,0,0,0,0,0,0,4,31,5,5,2,0,0,8,39,,,,,,,,,,,,,,,,,,
23059053,2002,310501870206,Minas Gerais,MG,UBERLANDIA,Estadual,Urbana,Ativo,TÉCNICO EM ELETRÔNICA,B,B03,B0307,0,0,0,0,0,0,0,0,0,33,54,22,19,3,0,0,111,20,,,,,,,,,,,18,3,6,4,,,28,3
23061329,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,0,1,4,33,9,12,3,0,0,17,45,,,,,,,,,,,,,,,,,,
23059287,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TURISMO,D,D09,D0902,0,0,0,0,0,0,0,0,1,4,5,2,1,1,0,0,5,9,,,,,,,,,1,1,6,2,1,,,,5,6
23059287,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,0,0,7,9,1,1,1,0,0,4,15,,,,,,,,,,3,7,1,2,,,,4,9
23059287,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,10,40,17,16,3,0,0,3,83,,,,,,,,,,1,41,37,35,11,,,67,58
23059287,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TÉCNICO EM QUÍMICA,B,B03,B0310,0,0,0,0,0,0,0,0,0,6,28,5,7,1,0,0,21,26,,,,,,,,,,,,,,,,,,
23059287,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TÉCNICO EM RADIOLOGIA MÉDICA,D,D14,D1401,0,0,0,0,0,0,0,0,0,2,39,27,29,3,0,0,54,46,,,,,,,,,,1,41,37,35,11,,,67,58
23059287,2002,310501803504,Minas Gerais,MG,ARAGUARI,Particular,Urbana,Ativo,TÉCNICO EM SEGURANÇA DO TRABALHO,D,D13,D1301,0,0,0,0,0,0,0,0,0,1,7,8,5,0,0,0,14,7,,,,,,,,,,,,,,,,,,
23061347,2002,311004939003,Minas Gerais,MG,MACHADO,Federal,Rural,Ativo,AREA AGROPEC TÉCNICO AGRICOLA / ZOOT.,A,A01,A0101,0,162,141,87,9,1,0,0,0,0,0,0,0,0,379,21,0,0,,,42,39,3,,,,,,,,,,82,2,,
23061347,2002,311004939003,Minas Gerais,MG,MACHADO,Federal,Rural,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,0,5,15,3,2,2,0,0,1,16,19,6,10,1,7,20,9,44,,,14,11,1,,,,,,,,,,7,19,,
23061347,2002,311004939003,Minas Gerais,MG,MACHADO,Federal,Rural,Ativo,TÉCNICO SEGURANÇA DO TRABALHO,D,D14,D1401,0,0,0,0,0,0,0,0,0,0,14,9,9,3,0,0,22,13,,,,,,,,,,,,,,,,,,
23062429,2002,311005447600,Minas Gerais,MG,PASSA QUATRO,Estadual,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,,,,,,,,,5,23,9,5,,,,19,23,,,,,,,,,,,,,,,,,,
23062875,2002,311005452600,Minas Gerais,MG,POUSO ALTO,Estadual,Urbana,Ativo,TÉCNICO EM ELETROTÉCNICA,B,B03,B0307,0,0,0,0,0,0,0,0,0,10,47,11,10,1,0,0,64,15,,,,,,,,,,,,,,,,,,
23062889,2002,311005463706,Minas Gerais,MG,SAO LOURENCO,Municipal,Urbana,Ativo,TECNICO DE INFORMATICA,D,D12,D1201,0,0,0,0,0,0,0,0,8,11,26,4,2,3,0,0,32,22,,,,,,,,,,,3,1,1,,,,3,2
23062889,2002,311005463706,Minas Gerais,MG,SAO LOURENCO,Municipal,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,0,0,12,38,14,6,5,0,0,32,43,,,,,,,,,,1,10,1,1,2,,,9,6
23064766,2002,311005404908,Minas Gerais,MG,BAEPENDI,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,2,26,4,4,0,0,0,9,27,,,,,,,,,,,15,5,7,3,,,3,27
23065899,2002,311005007109,Minas Gerais,MG,BOA ESPERANCA,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,0,3,10,24,5,2,2,0,0,18,28,,,,,,,,,,,,,,,,,,
23065899,2002,311005007109,Minas Gerais,MG,BOA ESPERANCA,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,2,17,38,24,7,5,0,0,13,80,,,,,,,,,,,,,,,,,,
23065899,2002,311005007109,Minas Gerais,MG,BOA ESPERANCA,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,0,0,0,0,0,0,0,0,2,10,25,2,4,0,0,0,23,20,,,,,,,,,,,,,,,,,,
23064674,2002,311005070701,Minas Gerais,MG,VARGINHA,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,0,0,0,0,0,0,0,0,0,7,34,24,20,6,0,0,70,21,,,,,,,,,,,,,,,,,,
23064257,2002,311005070701,Minas Gerais,MG,VARGINHA,Particular,Urbana,Ativo,TÉCNICO EM ELETRÔNICA,B,B03,B0307,0,0,0,0,0,0,0,10,7,19,83,20,16,6,0,0,158,3,,,,,,,,,,,15,13,8,3,,,38,1
23064257,2002,311005070701,Minas Gerais,MG,VARGINHA,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,0,0,0,0,0,0,0,0,2,12,35,9,2,1,0,0,28,33,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,AGRIBUSINESS,D,D13,D1301,0,0,0,0,0,0,0,0,6,15,14,2,0,3,0,0,31,9,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,SANEAMENTO AMBIENTAL,D,D14,D1401,0,0,2,18,4,6,1,0,0,4,10,5,10,7,18,13,23,13,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,TECNICO EM AGRICULTURA,A,A01,A0101,0,1,6,11,2,0,0,0,0,0,0,0,0,0,19,1,0,0,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,TECNICO EM AGROINDUSTRIA,B,B03,B0301,0,35,40,26,3,0,1,0,0,0,0,0,0,0,85,20,0,0,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,TECNICO EM AGROPECUARIA,A,A01,A0101,0,45,70,54,7,0,1,0,0,0,0,0,0,0,174,3,0,0,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,TECNICO EM CONTABILITADE,D,D13,D1302,0,0,0,0,0,0,0,0,5,14,20,2,4,0,0,0,26,19,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,5,28,35,1,1,1,0,7,42,58,21,4,2,39,32,75,59,,,,,,,,,,,,,,,,,,
23065914,2002,311206455801,Minas Gerais,MG,RIO POMBA,Federal,Urbana,Ativo,TECNICO EM ZOOTECNIA,A,A01,A0101,0,22,33,23,6,0,0,0,0,0,0,0,0,0,73,11,0,0,,,,,,,,,,,,,,,,,,
23064677,2002,311206472004,Minas Gerais,MG,VISCONDE DO RIO BRANCO,Municipal,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,1,0,28,57,3,7,2,0,0,35,63,,,,,,,,,,,,,,,,,,
23068542,2002,310803919401,Minas Gerais,MG,CORONEL FABRICIANO,Particular,Urbana,Ativo,TECNICO EM ADMINISTRAÇÃO,D,D13,D1301,0,0,0,0,0,0,0,0,4,7,6,6,2,2,0,0,15,12,,,,,,,,,1,8,1,2,2,,,,4,10
23068542,2002,310803919401,Minas Gerais,MG,CORONEL FABRICIANO,Particular,Urbana,Ativo,TECNICO EM ELETRONICA,B,B03,B0307,2,22,4,,,,,0,5,4,6,2,1,1,28,,19,0,,,,,,,,,,1,7,4,,,,,12,
23068542,2002,310803919401,Minas Gerais,MG,CORONEL FABRICIANO,Particular,Urbana,Ativo,TECNICO EM MECATRONICA,B,B03,B0306,2,34,5,,,,,0,4,15,10,3,2,0,41,,34,0,,,,,,,,,,,,,,,,,,
23068542,2002,310803919401,Minas Gerais,MG,CORONEL FABRICIANO,Particular,Urbana,Ativo,TECNICO EM MICRO INFORMATICA,D,D12,D1201,15,132,18,2,,,,0,9,17,7,2,4,0,111,56,29,10,,,,,,,,,2,2,6,2,,,,,7,5
23068542,2002,310803919401,Minas Gerais,MG,CORONEL FABRICIANO,Particular,Urbana,Ativo,TECNICO EM QUIMICA,B,B05,B0502,,30,1,,,,,,,,,,,,8,23,,,,,,,,,,,,,,,,,,,,
23068542,2002,310803919401,Minas Gerais,MG,CORONEL FABRICIANO,Particular,Urbana,Ativo,TECNICO EM TELECOMUNICAÇÕES,D,D11,D1101,4,65,4,,,,,0,13,29,25,4,2,1,58,15,62,12,,,,,,,,,2,4,8,2,2,1,,,14,5
23069619,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM ELETROTECNICA,B,B03,B0307,0,0,0,0,0,0,0,0,8,17,30,1,1,0,0,0,57,0,,,,,,,,,,,,,,,,,,
23069619,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM FARMACIA,D,D14,D1401,0,9,20,15,4,4,0,0,12,29,35,19,9,4,11,41,21,87,,,,,,,,,,,,,,,,,,
23069619,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM INFORMATICA INDUSTRIAL,D,D12,D1201,0,0,0,0,0,0,0,0,12,6,12,1,2,0,0,0,16,17,,,,,,,,,,,,,,,,,,
23069619,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM MECANICA,B,B03,B0306,0,0,0,0,0,0,0,0,2,11,36,11,8,1,0,0,69,0,,,,,,,,,,,,,,,,,,
23069619,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM QUIMICA,B,B03,B0306,0,0,0,0,0,0,0,0,2,12,25,2,7,2,0,0,29,21,,,,,,,,,,,,,,,,,,
23069619,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,0,0,0,0,0,0,0,0,2,10,19,2,4,1,0,0,20,18,,,,,,,,,,,,,,,,,,
23068543,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM ADMINISTRAÇÃO,D,D13,D1301,0,0,0,0,0,0,0,0,0,13,13,3,4,2,0,0,10,25,,,,,,,,,,,,,,,,,,
23068543,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,0,0,0,0,0,0,0,0,0,2,6,1,2,0,0,0,5,6,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM ELETRONICA,B,B03,B0307,0,0,0,0,0,0,0,0,3,5,11,0,4,1,0,0,24,0,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM ELETROTECNICA,B,B03,B0307,0,0,0,0,0,0,0,0,2,7,14,3,2,1,0,0,29,0,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,0,0,0,0,0,0,0,8,16,11,2,1,0,0,0,14,24,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM INFORMATICA INDUSTRIAL,D,D12,D1201,0,0,0,0,0,0,0,0,5,19,12,1,1,1,0,0,25,14,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM MECATRONICA,B,B03,B0306,0,0,0,0,0,0,0,0,5,32,50,9,7,3,0,0,106,0,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM PATOLOGIA CLINICA,D,D14,D1401,0,0,0,0,0,0,0,0,4,23,15,2,4,1,0,0,4,45,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,0,0,0,0,0,0,0,0,4,17,22,13,11,3,0,0,43,27,,,,,,,,,,,,,,,,,,
23069621,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM TELECOMUNICAÇÕES,D,D11,D1101,0,0,0,0,0,0,0,0,6,16,16,6,2,1,0,0,40,7,,,,,,,,,,,,,,,,,,
23069622,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM ADMINISTRAÇÃO,D,D13,D1301,0,5,13,1,1,0,0,0,2,15,21,1,0,0,5,15,6,33,,,,,,,,,,,,,,,,,,
23069622,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,48,228,85,107,31,0,0,37,462,,,,,,,,,,,56,35,41,22,,,9,145
23069622,2002,310803931307,Minas Gerais,MG,IPATINGA,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,0,0,0,0,0,0,0,0,27,25,3,1,0,0,0,31,25,,,,,,,,,,12,21,,,,,,18,15
23068655,2002,310703418007,Minas Gerais,MG,CONGONHAS,Particular,Urbana,Ativo,TECNICO EM ADMINISTRAÇÃO,D,D13,D1301,,2,10,11,0,3,1,,,,,,,,14,13,,,,,,,,,,,,,,,,,,,,
23068655,2002,310703418007,Minas Gerais,MG,CONGONHAS,Particular,Urbana,Ativo,TECNICO EM ELETRONICA,B,B03,B0307,,,,,,,,,2,14,65,27,15,6,,,128,1,,,,,,,,,,,,,,,,,,
23068655,2002,310703418007,Minas Gerais,MG,CONGONHAS,Particular,Urbana,Ativo,TECNICO EM SEGURANÇA DO TRABALHO,D,D14,D1401,,,,,,,,,,16,43,19,12,2,,,51,41,,,,,,,,,,,,,,,,,,
23070063,2002,310703418304,Minas Gerais,MG,CONSELHEIRO LAFAIETE,Municipal,Urbana,Ativo,TECNICO EM ELETRONICA,B,B03,B0307,,,,,,,,,14,39,37,3,5,1,,,83,16,,,,,,,,,,,,,,,,,,
23070063,2002,310703418304,Minas Gerais,MG,CONSELHEIRO LAFAIETE,Municipal,Urbana,Ativo,TECNICO EM ELETROTECNICA,B,B03,B0307,,,,,,,,,11,29,41,6,7,,,,82,12,,,,,,,,,,,,,,,,,,
23070063,2002,310703418304,Minas Gerais,MG,CONSELHEIRO LAFAIETE,Municipal,Urbana,Ativo,TECNICO EM MECANICA,B,B03,B0306,,,,,,,,,3,29,40,17,8,,,,97,,,,,,,,,,,,,,,,,,,
23068549,2002,310703445901,Minas Gerais,MG,OURO BRANCO,Particular,Urbana,Ativo,TECNICO EM ELETROELETRONICA,B,B03,B0307,0,0,0,0,0,0,0,0,5,11,11,3,4,3,0,0,36,1,,,,,,,,,,,,,,,,,,
23068549,2002,310703445901,Minas Gerais,MG,OURO BRANCO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,0,0,0,0,0,0,0,18,15,52,15,6,2,0,0,62,46,,,,,,,,,,,,,,,,,,
23068549,2002,310703445901,Minas Gerais,MG,OURO BRANCO,Particular,Urbana,Ativo,TECNICO EM MECANICA,B,B03,B0306,0,0,0,0,0,0,0,0,1,4,9,3,5,0,0,0,22,0,,,,,,,,,,,,,,,,,,
23070339,2002,310501734202,Minas Gerais,MG,ITUIUTABA,Estadual,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,0,0,21,30,6,3,5,0,0,41,113,35,32,4,18,47,79,146,,,,,,,,,,9,67,19,24,9,,,49,79
23070339,2002,310501734202,Minas Gerais,MG,ITUIUTABA,Estadual,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,0,1,17,34,11,7,4,0,0,20,91,31,39,7,17,57,77,111,,,,5,1,2,,,,,36,6,6,8,1,7,15,41
23070506,2002,310501734202,Minas Gerais,MG,ITUIUTABA,Municipal,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,2,43,26,43,28,0,0,17,125,,,,,,,,,,,,,,,,,,
23072328,2002,310501948103,Minas Gerais,MG,PATROCINIO,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,0,0,0,0,0,0,0,0,0,58,79,25,17,2,0,0,51,130,,,,,,,,,2,25,32,14,17,2,,,22,70
